Query	ChatId	UserId	ChatQ	BotAnswer	BotHelp	Sys	templateId	templateText	etalon_text	algorithm	score	timeout
Добрый день! В отчетном периоде надо сделать корректировку реализации за 1 квартал 2024 г. Реализация меняется в сторону уменьшения на несущественную сумму. Как провести данную операцию в бухгалтерском учете, нужно ли сдавать корректировку деклараций по НДС и прибыли?	11660556	21249097	1	0	0	БСС	0				0.0	0.8465704917907715
Добрый день. Сотрудник находится в декретном отпуске. Ее обязанности распределены на других сотрудников. Каким приказом это оформить и как отразить в бух. учете?	11660564	5423903	1	0	0	БСС	37769	Вот материал по вашему вопросу. Если это не совсем то, что нужно, я продолжу поиск  https://1gl.ru/#/document/118/88945/actual/	приказ на исполнение обязанностей на время отпуска сотрудника	SbertT5	0.7406191825866699	0.4844841957092285
Здравствуйте. Вопрос такой: правомерно ли исключать период дополнительного отпуска по коллективному договору из количества дней расчетного периода при расчете пособия по беременности и родам и пособия по уходу за ребенком до 1,5 лет, если начисления среднего заработка за время вышеуказанного отпуска не облагались страховыми взносами?	11660562	6695224	1	0	0	БСС	0				0.0	1.0265567302703857
Добрый день. Налоговая прислала требование в связи с мероприятием вне рамок налоговой проверки. В требование запрасили документы за 2023 год все трудовые договра, документы подтверждающие статус физ. лица в целях валютного контроля, документы подтверждающие выплату. Как ответить на требование и нужно ли отвечать?	11660571	5608811	1	0	0	БСС	602910	Вот материал по вашему вопросу. Если это не совсем то, что нужно, я продолжу поиск  https://1gl.ru/#/document/86/726745/actual/	как ответить на требование о предоставлении документов в связи с вне рамок налоговых проверок	SbertT5	0.9740367531776428	0.5108520984649658
"Добрый день! Скажите,пожалуйста,мы купили программу ""Коммунальное хозяйство"",как правильно сделать проводку?"	11660572	4593931	1	0	0	БСС	0				0.0	0.7144310474395752
Добрый день! Как быть если по бухгалтерскому учету стоимостной критерий 200 000. а по налоговому 100 000.Пришет объект стоимостью 150 000 и сроком службы свыше 12 мес. По бух учету не ОС и списывается сразу,а в налоговом ОС и должна начислятся аммортизация?.Каким документом в программе отражают такое имущество( можете адресовать экспертам)	11660600	1604686	1	0	0	БСС	0				0.0	1.1256239414215088
"Добрый день! Подскажите пожалуйста можно ли в договор аренды специальной техники с экипажем включить пункт: ""Арендодатель производить заправку топливом "".Как в договоре отразить режим работы водителя?У арендодателя водителю выплачивается зарплата по окладу.Спасибо."	11660649	2092007	1	0	0	БСС	273864	Вот материал по вашему вопросу. Если это не совсем то, что нужно, я продолжу поиск  https://1gl.ru/#/document/86/273864/actual/	аренда техники с экипажем заправка гсм арендатором	SbertT5	0.6443172693252563	1.5424220561981201
Добрый день. Сотрудник купил за наличку стулья в офис, но договор заключил на себя. Можно провести в учете?	11660621	4026700	1	0	0	БСС	0				0.0	1.005666732788086
Добрый день! с 01.07.2024 запрещено продавать некоторые позиции трикотажных изделий без маркировки. Не изменилась ли дата? Может перенесли сроки?	11660642	5437834	1	1	1	БСС	689303	Вот материал по вашему вопросу. Если это не совсем то, что нужно, я продолжу поиск  https://1gl.ru/#/document/86/689303/actual/	маркировка трикотажных изделий	SbertT5	0.5269391536712646	1.242363452911377
подскажите, нужен ли кассовый аппарат при продаже тс, если деньги будут переведены на расчетный счет	11660591	5484152	1	1	0	БСС	604961	Вот материал по вашему вопросу. Если это не совсем то, что нужно, я продолжу поиск  https://1gl.ru/#/document/16/147988/actual/	как ооо внести на расчетный счет денег	SbertT5	0.5463599562644958	0.7614312171936035
Добрый день	11660593	16255666	1	0	0	БСС	111100001	Рады приветствовать Вас на нашем сайте!	Добрейший день	Jaccard	1.0	0.12198305130004883
"При покупке запчастей у ИП на УСН не плательщика НДС, в товарной накладной в наименовании товара указано ""Запчасти автомобильные в ассортименте"". Является ли это грубой ошибкой для признания налоговых расходов у покупателя?"	11660637	18895223	1	1	0	БСС	0				0.0	0.8834030628204346
Добрый день! Подскажите, пожалуйста, правомерно (или есть риски (какие?)) заключать трудовой договор с гражданином РФ, который является нерезидентом с 2022г.?	11660614	652246	1	0	0	БСС	0				0.0	0.5817744731903076
Спасибо!	11660687	718087	1	1	1	БСС	100000013	Спасибо, что доверяете нам! Возвращайтесь с новыми вопросами.	спасибо	Jaccard	1.0	0.19220733642578125
Здравствуйте!	11660636	19660161	1	1	0	БСС	111100001	Рады приветствовать Вас на нашем сайте!	Здравствуйте	Jaccard	1.0	0.2925562858581543
Добрый день!	11660639	2144212	1	1	0	БСС	111100001	Рады приветствовать Вас на нашем сайте!	Добрейший день	Jaccard	1.0	0.12327909469604492
Здравствуйте, подскажите пожалуйста. Во входящем запросе по листку нетрудоспособности стаж работы по данным СФР и данным организации отличаются, если мы соглашаемся с оплатой пособия по данным запроса СФР несем ли мы ответственность за недостоверные данные в случае ошибки со стороны СФР.	11660646	13739489	1	0	0	БСС	0				0.0	0.5736603736877441
Спасибо. Отлично	11660656	826213	1	0	0	БСС	100000013	Спасибо, что доверяете нам! Возвращайтесь с новыми вопросами.	Спасибо, отлично.	Jaccard	1.0	0.18382930755615234
проектно сметную документацию можно учесть как нематериальный актив?	11660657	4637238	1	0	0	БСС	584900	Вот материал по вашему вопросу. Если это не совсем то, что нужно, я продолжу поиск  https://1gl.ru/#/document/86/693602/actual/	приказ на утверждение проектно-сметной документации у заказчика-застройщика	SbertT5	0.6454795002937317	0.47586584091186523
Добрый день. Подскажите какую дату работнику правильно указать в заявлении на увольнение (если 01.07.24 он уже не выходит на работу) с 28.06.24 (это пятница) или с 30.06.24 (это воскресенье)?	11660680	224045	1	0	0	БСС	0				0.0	0.5088601112365723
Добрый день.	11660667	16585873	1	1	0	БСС	111100001	Рады приветствовать Вас на нашем сайте!	Добрейший день	Jaccard	1.0	0.1291511058807373
Добрый день! Сотрудница в отпуске по уходу за ребенком до 1,5 лет вышла на пол ставки. Нужно ли уведомлять СФР об этом?	11660697	5476527	1	1	0	БСС	145190	Вот материал по вашему вопросу. Если это не совсем то, что нужно, я продолжу поиск  https://1gl.ru/#/document/16/145190/actual/	сотрудник выходит из отпуска по уходу за ребенком до 1,5 лет, как уведомить об этом фсс	SbertT5	0.6285033822059631	0.5856750011444092
здравствуйте	11660698	119962	1	1	1	БСС	111100001	Рады приветствовать Вас на нашем сайте!	Здравствуйте	Jaccard	1.0	0.12887215614318848
форму спец разрешения на проезд через мкад крупногабаритного транспорта	11660539	21830572	1	0	0	БСС	0				0.0	0.6921377182006836
Добрый день, подскажите, пжл, компания занимается транспортными услугами по перевозке таможенного товара, чтоб подтвердить ндс 0%, налоговая запросила реестр на данный товар, но мы же только предоставляем транспортные услуги по перевозке груза. Они ссылаются на подпункты 1, 2, 4 - 6 пункта 1, пункт 2 и 2.1 статьи 165 статьи 165 Кодекса. Где я не нашла какой именно реестр относится на услуги по грузоперевозке.Правомерно ли их требование?	11660699	17104659	1	0	0	БСС	0				0.0	0.712367057800293
ИП на УСН (доходы). Основной вид деятельности строительство домов. Несколько лет назад взял в аренду у муниципалитета земельный участок как физическое лицо. Сейчас собирается на этом участке для последующей продажи построить дом. после строительства дома выкупить земельный участок и продать (как предприниматель) дом вместе с участком физическому лицу по банковскому договору ипотеки. Вопрос: 1. надо ли делать переуступку земельного участка самому себе (от физ.лица индивидуальному предпринимателю)? 2. какие налоги надо будет заплатить при продаже земельного участка с домом?	11660713	21951151	1	0	0	БСС	0				0.0	0.6132247447967529
Доброе утро! Подскажите, были внесены изменения в п 1,2,4-6 статьи 165 НК, что начиная с 1 квартала 2024 г. налогоплательщики, осуществляющие экспорт в Беларусь, должны предоставлять реестр. Подскажите, где найти образец такого реестра и как можно его отправить?Можно ли по ЭДО?	11660760	1713901	1	0	0	БСС	608475	Вот материал по вашему вопросу. Если это не совсем то, что нужно, я продолжу поиск  https://1gl.ru/#/document/86/739779/actual/	начиная с i квартала 2024 года организации обязаны подтверждать применение нулевой ставки по ндс при экспорте товаров электронными реестрами п. 1 ст. 165 налогового кодекса	SbertT5	0.9593377709388733	0.5117402076721191
срок уплаты авансовых платежей по УСН	11660779	17455177	1	1	0	БСС	603448	Вот материал по вашему вопросу. Если это не совсем то, что нужно, я продолжу поиск  https://1gl.ru/#/document/86/727684/actual/	сроки уплаты авансовых платежей по усн	Jaccard	1.0	0.3070495128631592
При реализации товара на территорию Белоруссии ,какой указывается код льготы в декларации по НДС?	11660714	7375790	1	1	1	БСС	0				0.0	0.920952320098877
Доброе утро ! Подскажите, пожалуйста, какие документы нужно оформить и направить в ФНС, чтобы закрыть обособленное подразделение у ООО ?	11660723	2404660	1	1	0	БСС	553008	Вот материал по вашему вопросу. Если это не совсем то, что нужно, я продолжу поиск  https://1gl.ru/#/document/86/564557/actual/	обособленное подразделение ооо регистрация в сфр	SbertT5	0.657822847366333	0.5481958389282227
создание обособленного подразделения	11660766	18740308	1	0	0	БСС	335371	Вот материал по вашему вопросу. Если это не совсем то, что нужно, я продолжу поиск  https://1gl.ru/#/document/12/335371/actual/	что нужно для создания обособленного подразделения	Jaccard	1.0	0.2684593200683594
Доброго утра. Подскажите может ли сотрудник организации оформить отпуск по уходу за ребенком до 1,5 лет (мама на момент рождения ребенка не была трудоустроена)	11660739	1809447	1	0	0	БСС	0				0.0	1.0226976871490479
Добрый день! Можно задать вопрос по 3-НДФЛ?	11660799	3498473	1	0	0	БСС	569373	Вот материал по вашему вопросу. Если это не совсем то, что нужно, я продолжу поиск  https://1gl.ru/#/document/16/142574/actual/	3-ндфл	SbertT5	0.9314416646957397	0.7161085605621338
компания в 2 квартале 2021 года забыла поставить к вычету НДС с ранее полученного аванса. Может ли она подать уточненку сейчас во 2 квартале 2024 года? Прошло ли три года для возможности такого вычета? Срок следует считать с начала периода (01.04.2021) или с окончания (30.06.2021)?	11660743	1599589	1	0	0	БСС	0				0.0	0.9238083362579346
Здравствуйте, как подключить ип на доп взносы в фсс	11660745	20360619	1	0	0	БСС	0				0.0	1.0229566097259521
Здравствуйте! Вопрос: ООО арендует у физического лица помещение, как налоговый агент удерживает НДФЛ. Как нужно перечислять НДФЛ? На ЕНС?	11660775	18684167	1	1	0	БСС	588131	Вот материал по вашему вопросу. Если это не совсем то, что нужно, я продолжу поиск  https://1gl.ru/#/document/16/145195/actual/	с каких выплат физическим лицам удерживать ндфл	SbertT5	0.8376436829566956	0.4072601795196533
Добрый день, у меня такой вопрос: может ли предприятие оплачивать госпошлины и налоги за свои филиалы и обособленные подразделения. Если да, то как в таком случае правильно оформляются платежные поручения? может ли один филиал пользоваться печатью другого филиала при проведении заверении финансовых документов (платежных поручений)? Ответы нужны со ссылками на законы и нормативные акты.	11660790	5125781	1	0	0	БСС	0				0.0	0.7144396305084229
Добрый день! Как можно оплатить от предприятия часть затрат на проведение корпоративного мероприятия (сплав по реке) и включить в затраты текущего отчетного периода? Услуги по организации мероприятия предоставляет самозанятый.	11660780	12541683	1	0	0	БСС	0				0.0	0.41045451164245605
Добрый ! Сотрудник ездил в командировку . В городе назначения брал автомобиль в аренду и заправлял его . Какие документы должен предоставить сотрудник для возмещения и списания стоимости топлива ?	11660764	18223228	1	0	0	БСС	431115	Вот материал по вашему вопросу. Если это не совсем то, что нужно, я продолжу поиск  https://1gl.ru/#/document/16/63244/actual/	сотрудник в командировке арендовал автомобиль	SbertT5	0.5417808890342712	0.3697075843811035
Добрый день! Можно ли подписывать договор поручительства в ЭДО?	11660807	20173000	1	1	1	БСС	555956	Вот материал по вашему вопросу. Если это не совсем то, что нужно, я продолжу поиск  https://1gl.ru/#/document/16/140319/actual/	настоящий договор может быть подписан по эдо	SbertT5	0.9522857666015625	0.6538050174713135
ограничение 100 000 при покупке наличными юр.лицу	11660784	4808226	1	1	0	БСС	0				0.0	0.9210951328277588
налоговая реформа	11660785	244998	1	1	1	БСС	604960	Вот материал по вашему вопросу. Если это не совсем то, что нужно, я продолжу поиск  https://1gl.ru/#/document/16/147984/actual/	налоговая реформа	Jaccard	1.0	0.305142879486084
Здравствуйте, ип на упрощенке доходы минус расходы , при импорте товара из китая - Должно платить НДС?	11660843	400291	1	0	0	БСС	606974	Вот материал по вашему вопросу. Если это не совсем то, что нужно, я продолжу поиск  https://1gl.ru/#/document/86/736786/actual/	упрощенка ндс при импорте	SbertT5	0.8651425838470459	0.7178678512573242
Добрый день, подскажите пожалуйста какие документы нужно запросить при оплате больничного по беременности и родам?	11660793	2014777	1	1	0	БСС	0				0.0	0.8595857620239258
добрый день, кадровые заявления скан копии имеют юридическую силу, например заявление на отпуск за свой счет	11660814	17730750	1	0	0	БСС	464121	Вот материал по вашему вопросу. Если это не совсем то, что нужно, я продолжу поиск  https://1gl.ru/#/document/86/410677/actual/	заявление от сотрудника отпуск за свой счет	SbertT5	0.8446801900863647	0.35553622245788574
Здраствуйте. Можно ли часть дивидендов выплатить на банковский счета одного банка, а другую часть на банковский счет другого банка. Нужно ли это указать в протоколе собрания учредителей .	11660794	11314926	1	0	0	БСС	0				0.0	0.358196496963501
Где теперь находится список чиновников с которыми сотрудничает система?	11660797	22080024	1	0	0	БСС	0				0.0	0.5957424640655518
дивиденды в валюте не более 10 милл. считаются по зачислению или формированию и отправлению ?	11660808	5248464	1	0	0	БСС	0				0.0	0.9405229091644287
"Добрый день. Организация реализовала автомобиль бывшему Генеральному директору по цене ниже рыночной. По Требованию из НИ, в котором указано, что если в сделках между
взаимозависимыми лицами создаются или устанавливаются коммерческие или
финансовые условия, отличные от тех, которые имели бы место в сделках,
признаваемых в соответствии с разделом V.1 Кодекса сопоставимыми, между лицами,
не являющимися взаимозависимыми, то любые доходы (прибыль, выручка), которые
могли бы быть получены одним из этих лиц, но вследствие указанного отличия не были им получены,
учитываются для целей налогообложения"	11660809	3380742	1	0	0	БСС	0				0.0	0.8773891925811768
Здравствуйте, дайте пожалуйста ссылку на СТД-Р, заполнение	11660821	7668362	1	0	0	БСС	549712	Вот материал по вашему вопросу. Если это не совсем то, что нужно, я продолжу поиск  https://1gl.ru/#/document/86/626582/actual/	пример заполнения стд-р	SbertT5	0.6620708107948303	0.5669384002685547
здравствуйте! какой документ направить в налоговую для отражения начисления на ЕНС госпошлины в арбитражный суд. Организация оплачивает госпошлины в составе ЕНП.	11660829	9557450	1	0	0	БСС	0				0.0	0.34208059310913086
рассчитать больничный	11660833	5106326	1	1	0	БСС	696162	Вот материал по вашему вопросу. Если это не совсем то, что нужно, я продолжу поиск  https://1gl.ru/#/document/86/696162/actual/	как рассчитать больничный	Jaccard	1.0	0.206496000289917
"Добрый день. 
Сотрудник в июне был в отпуске, отработал 143 часа из 159 по своему графику, в том числе 24 праздничных, которые нужно оплатить: 16 в двойном размере и 8 в одинарном.
Мы с сотрудниками разошлись во мнениях, как нужно рассчитать заработную плату. Можно Вас попросить провести расчет в виде примера"	11660838	20376662	1	0	0	БСС	0				0.0	0.08860182762145996
В разделе 3 РСВ нужно указывать учредителя?	11660841	2536948	1	1	1	БСС	705864	Вот материал по вашему вопросу. Если это не совсем то, что нужно, я продолжу поиск  https://1gl.ru/#/document/86/705864/actual/	единственный учредитель отчет рсв раздел 3	SbertT5	0.7791258096694946	0.5349557399749756
учет спецодежда на предприятии?	11660852	16211416	1	0	0	БСС	140170	Вот материал по вашему вопросу. Если это не совсем то, что нужно, я продолжу поиск  https://1gl.ru/#/document/16/140170/actual/	учет спецодежды на предприятии	Jaccard	1.0	0.22309160232543945
Здравсвуйте! Как сдать ЕФС-1 в случае продления срочного трудового договора?	11660849	1620179	1	0	0	БСС	457900	Вот материал по вашему вопросу. Если это не совсем то, что нужно, я продолжу поиск  https://1gl.ru/#/document/16/118969/actual/	случаи продление срочного трудового договора	SbertT5	0.5950697064399719	0.6953320503234863
Добрый день! Можно ли признать к расхода страховку на Камаз, организация на УСН(Д-Р) и основной вид деятельности строительство?	11660856	16979852	1	0	0	БСС	0				0.0	0.719841718673706
У меня вопрос был о регистрации по прибыванию иностранного работника на рабочую вахту, после межвахтового отдыха. При трудоустройстве он был поставлен на учет, сведения поданы. А вот регистрировать на временное проживание мы обязаны при каждом пересечении границы.	11660883	2925349	1	0	0	БСС	0				0.0	1.0213212966918945
Добрый день! Организация находится в процессе реорганизации в форме присоединения. Генерального директора уволили 30.06.2024. Сегодня будет отправлена зарплатная отчетность отчетность за 2 квартал. Будет ли действовать электронная подпись?	11660886	8911313	1	0	0	БСС	0				0.0	0.8551535606384277
ИП УСН Д-Р сдает в аренду помещение. Лицевые счета не переоформлены на арендатора. Может он взять в расходы оплату за электроэнергию и коммуналку?	11660904	17567074	1	0	0	БСС	0				0.0	0.4772627353668213
Доброе утро! Подскажите, пожалуйста, если работница уходит в отпуск по беременности и родам, нужно ли отправлять отчет в СФР?	11660864	3360042	1	1	1	БСС	585400	Вот материал по вашему вопросу. Если это не совсем то, что нужно, я продолжу поиск  https://1gl.ru/#/document/86/694201/actual/	о предоставлении отпуска по беременности и родам	SbertT5	0.7038816213607788	0.30831432342529297
Добрый день!Нужен пример положения о бухгалтерии	11660857	16160608	1	1	1	БСС	15196	Вот материал по вашему вопросу. Если это не совсем то, что нужно, я продолжу поиск  https://1gl.ru/#/document/118/15196/actual/	положение о бухгалтерии примеры	Jaccard	1.0	0.39399242401123047
Добрый день!и	11660890	20142047	1	0	0	БСС	0				0.0	0.736487865447998
Организация покупает для СВО БПЛА, документов на передачу в зону военных действий нет, как списать?	11660858	903254	1	0	0	БСС	0				0.0	0.8741145133972168
Добрый день! На балансе организации числится автомобиль со списанной остаточной стоимостью более 5 лет равной 0. По какой цене организация может продать данный автомобиль физическому лицу?	11660880	4839009	1	0	0	БСС	0				0.0	0.8324720859527588
Здравствуйте. Мы ООО на ОСНО, поставщику сделали возврат, хотели сделать корректировочную УПД, там одна позиция товара. Но поставщик говорит, что мы не правы, и должны сделать УПД со статусом 2. Подскажите, чем ответ верный?))	11660874	127248	1	1	0	БСС	445106	Вот материал по вашему вопросу. Если это не совсем то, что нужно, я продолжу поиск  https://1gl.ru/#/document/86/449901/actual/	какой статус в упд при возврате товара поставщику	SbertT5	0.7672910094261169	0.5456762313842773
ukfdyjt d b.kt	11660882	729713	1	0	0	БСС	0				0.0	0.7040200233459473
Пока не совсем удобно, основные кодексы запрашивать через помощника	11660893	19605564	1	0	0	БСС	134923	Вот материал по вашему вопросу. Если это не совсем то, что нужно, я продолжу поиск  https://1gl.ru/#/document/16/134923/actual/	почему не работает онлайн помощник	SbertT5	0.922756552696228	0.8186988830566406
"Добрый день.
Надо сотруднику подтверждать оплату за использование подотчетных сумм справкой из своего банка, если оплата была по безналичному расчету в авансовом отчете?"	11660894	464347	1	0	0	БСС	0				0.0	0.11961245536804199
Что такое антитеррористическая защита?	11660895	126964	1	1	1	БСС	486955	Вот материал по вашему вопросу. Если это не совсем то, что нужно, я продолжу поиск  https://1gl.ru/#/document/86/514629/actual/	антитеррористическая защита	Jaccard	1.0	0.3910806179046631
Доброе утро. Вы не могли бы поделиться ссылкой на расчетчик компенсации за задержку выплаты зарплаты?	11660920	17095371	1	0	0	БСС	131918	Вот материал по вашему вопросу. Если это не совсем то, что нужно, я продолжу поиск  https://1gl.ru/#/document/16/131918/actual/	как оформить выплату компенсации за задержку выплаты зарплаты	SbertT5	0.6762685179710388	0.7141549587249756
тест	11660906	21358231	1	1	1	БСС	605168	Вот материал по вашему вопросу. Если это не совсем то, что нужно, я продолжу поиск  https://1gl.ru/#/document/16/148022/actual/	тест	Jaccard	1.0	0.26926207542419434
Если водитель в компании не проходит медкомиссию при предрейсовом выезде какие последствия для НУ?	11660909	2333158	1	1	1	БСС	512146	Вот материал по вашему вопросу. Если это не совсем то, что нужно, я продолжу поиск  https://1gl.ru/#/document/12/512146/actual/	если водитель не прошел медицинский осмотр перед выездом	SbertT5	0.7146782279014587	1.1338353157043457
Добрый день! Подскажите. если работнику увеличивается оклад с 01.07 и одновременно его переводят на 1/2 ставки на удаленный режим работы. Как оформить документально?	11660916	4943270	1	0	0	БСС	410401	Вот материал по вашему вопросу. Если это не совсем то, что нужно, я продолжу поиск  https://1gl.ru/#/document/86/414765/actual/	повышение оклада документально	SbertT5	0.7006770372390747	0.7521018981933594
Добрый день! Может ли приказ о назначении гендира быть раньше, чем сознано юр.лицо, т.е. датой протокола?	11660930	569915	1	0	0	БСС	0				0.0	0.8185243606567383
Добрый день! Нерезидент - юридическое лицо оказывает нашей организации (ООО, ОСНО) услуги по проведению обучающих видеосеминаров для наших сотрудников в РФ. Нерезидент не взаимозависимое лицо, представительств на территории РФ не имеет. Должны ли мы удержать налог с доходов при оплате услуг нерезидента?	11660946	8465140	1	0	0	БСС	0				0.0	0.7827942371368408
Добрый день!!!Сотрудник вернулся из командировки и предоставил справку о подтверждении проезда на поезде и оплатил стоимость справки 700,00 руб в кассе жд, чек есть.Можем ли мы компенсировать данную затрату?	11660934	18880763	1	0	0	БСС	0				0.0	1.0535500049591064
лента новостей	11660950	16721095	1	1	1	БСС	516667	Вот материал по вашему вопросу. Если это не совсем то, что нужно, я продолжу поиск  https://1gl.ru/#/document/16/131620/actual/	лента новостей	Jaccard	1.0	0.979794979095459
Доброе утро	11660933	258227	1	1	0	БСС	111100001	Рады приветствовать Вас на нашем сайте!	Доброго утра	Jaccard	1.0	0.1937103271484375
Добрый день. Подскажите пожалуйста, в какой момент начисляют страховые взносы и НДФЛ на компенсацию за несвоевременную выплату зарплаты,которая будет выплачена по мировому соглашению? В какой срок компания должна заплатить страховые взносы и НДФЛ с этом случае?	11660929	3108785	1	0	0	БСС	0				0.0	0.5511763095855713
добрый день. как оформить договор, если заказчие - юо лицо из РФ, но конечный потребитель из ЕАЭС, и монтаж оборудования будет осуществлен в ЕАЭС	11660937	12104441	1	0	0	БСС	0				0.0	0.6544442176818848
Как определить юазу для начисления НДС при безвозмздной передаче имущества	11660945	10903987	1	1	1	БСС	607268	Вот материал по вашему вопросу. Если это не совсем то, что нужно, я продолжу поиск  https://1gl.ru/#/document/86/737570/actual/	раздел 3 декларации по ндс безвозмездная передача имущества	SbertT5	0.9774282574653625	0.45287418365478516
добрый день. подскажите пожалуйста. наша организация купила промышленные весы. гарантийный срок 24 месяц. они сломались. есть акт, где описаны что весы физически испорчены- не гарантийный случай. нужно делать доп. соглашение к договору и какие документы на ремонт	11660942	1810646	1	0	0	БСС	0				0.0	0.9495713710784912
bpvtytybz d b.kt	11660974	3997338	1	0	0	БСС	0				0.0	0.6585164070129395
если принять сотрудницу, которая находится в декретном отпуске , теряет ли она право на пособие	11660973	18901488	1	0	0	БСС	0				0.0	0.7100906372070312
доброе утро	11660971	1901420	1	0	0	БСС	111100001	Рады приветствовать Вас на нашем сайте!	Доброго утра	Jaccard	1.0	0.14532685279846191
при изменении индекса нужно подавать данные в налоговую?	11661027	1669347	1	0	0	БСС	0				0.0	0.746807336807251
добрый день	11660981	12072015	1	1	0	БСС	111100001	Рады приветствовать Вас на нашем сайте!	Добрейший день	Jaccard	1.0	0.15904879570007324
)	11661002	10050586	1	0	0	БСС	0				0.0	0.1673600673675537
Добрый день. Подскажите, оплатили государственной фирме за сертификат соответствия на оборудование. Как отразить в учете расходы на сертификат и сам сертификат?	11661032	18611384	1	0	0	БСС	0				0.0	0.3917806148529053
"Вопрос - мы (ООО из России) интернет-площадка типа биржи для рекламодателей и паблишеров. Берем комиссию с рекламодателей. Паблишер и рекламодатель вступают на нашей площадке в прямые взаимоотношения - то есть рекламодатель выбирает канал и готовит текст рекламы а паблишер размещает рекламу и получает свое вознаграждения. Оплата проходит по системе безопасной сделки через банк. Наш счет в этом не участвует, на нашей площадке просто размещен личный кабинет с балансом того и другого и инструментами для поиска паблишеров и взаимодействия с ними прямо у нас на сайте)
1. Есть ли риск доначисления Н"	11661013	9598231	1	0	0	БСС	0				0.0	0.7168729305267334
вопрос если ИП регистрируется в ИФНС и выбирает объект налогообложения УСН, выдает ли ИФНС документ, подтверждающий применение УСН	11661038	21877929	1	0	0	БСС	0				0.0	0.9165761470794678
Добрый день, может ли ИП заниматься аутсорсингом?	11661020	3064108	1	0	0	БСС	0				0.0	1.1301841735839844
Здравствуйте. Какую форму реестра при экспорте для подтверждения 0% необходимо заполнить для кода операции 1010421?	11661033	10461815	1	0	0	БСС	0				0.0	0.9111382961273193
тест	11661053	238390	1	1	1	БСС	100000077	Тест пройден	тест	Jaccard	1.0	0.20021963119506836
Добрый день! На балансе предприятия числится автобус Форд в данный момент производится ремонт, сумма ремонта будет составлять свыше 100 000 рублей. Нужно ли данный вид ремонта проводить как капитальный и списывать затраты через амортизацию	11661041	769184	1	0	0	БСС	0				0.0	0.8237779140472412
налоговая реформа 2025	11661092	17968167	1	1	1	БСС	604960	Вот материал по вашему вопросу. Если это не совсем то, что нужно, я продолжу поиск  https://1gl.ru/#/document/16/147984/actual/	налоговая реформа в 2025	Jaccard	1.0	0.30640625953674316
Добрый день! Принимаем на работу нового сотрудника без опыта работы без трудовой книжки. Нужно ли брать у сотрудника заявление о введении ТК в эл.виде и нужно в ЕФС-1 указывать дату такого заявления?	11661048	853625	1	0	0	БСС	579441	Вот материал по вашему вопросу. Если это не совсем то, что нужно, я продолжу поиск  https://1gl.ru/#/document/86/683452/actual/	заявление на ведение эл. трудовой книжки при приеме на работу	SbertT5	0.852195680141449	0.5102043151855469
Здравствуйте! Между физлицами заключен договор на установку лестницы. Срок в договоре просрочен по вине как одной стороны, так и другой, но в договоре срок не был изменен на более поздний. В договоре не установлен штраф в случае просрочки выполнения работ. Акт приемки выполненных работ сторонами подписан, в нем указано что претензий по срокам и качеству нет. Может ли сейчас заказчик взыскать пени за просрочку выполненных работ. Окончательный расчет до сих пор не произведен. Спасибо.	11661077	1792587	1	0	0	БСС	0				0.0	0.6658980846405029
"Добрый день! Подскажите пожалуйста в следующей ситуации: Товар отправлен со склада нашего поставщика (Республика Казахстан) 28.06.2024, документы выписаны этой же датой. Товар транзитом идет к нашему покупателю РФ миную наш склад. По договору нашим покупателем право собственности на товар переходит во время приемки товара, которая подтверждается отметкой о принятии товара в ТТН, СМР. В договоре с нашим поставщиком такие же условия.

Товар будет на складе покупателя 02.07.2024 г.

Какой датой нашей компании принять товар на учет и сделать реализацию в пользу покупателя 28.06.24 или 02.07.2024?"	11661060	7670324	1	0	0	БСС	0				0.0	0.7992968559265137
Здравствуйте! Уточните, пожалуйста ставки налога по УСН доходы минус расходы по оптовой торговле на 2024год по Брянской области.	11661071	211976	1	0	0	БСС	550906	Вот материал по вашему вопросу. Если это не совсем то, что нужно, я продолжу поиск  https://1gl.ru/#/document/16/139716/actual/	ставка налога доходы минус расходы усн	SbertT5	0.7938235402107239	0.47939372062683105
