Query	UserId	ChatsQuantity	BotAnswer	BotHelp	Date
сроки сдачи отчетности	19465092	1	1	1	45363
.	10110594	1	0	0	45363
Здравствуйте. При расчете с ИП за наличный расчет действует ли ограничение 100 тыс. по договору?	18395919	1	0	0	45363
Добрый день, подскажите как учесть в бухгалтерском и налоговом учете затраты на разработку приложения для смартфонов. (усн доходы расходы) !? не самостоятельно, с помощью стороннего разработчика.	7026869	1	0	0	45363
"Добрый день. Подскажите пожалуйста, мы приобрели Лицензию на право использования СКЗИ ""КриптоПро CSP"" версия на 4.0 на одном рабочем месте ( с неограниченным сроком действия). Как правильно отразить в 1С?"	7092655	1	0	0	45363
Добрый день. Подскажите, надо ли подавать какие то документы в налоговую при продаже собственной продукции в Казахстан. Сделка в рублях, продаем молочное оборудование собственного производства.	2136100	1	0	0	45363
Здравствуйте, могли бы Вы, пожалуйста, подсказать, как правильно поступить: принят сотрудник, при выплате зарплаты выяснилось, что у него запущена процедура банкротства, поэтому все счета заблокированы. Подскажите, можно ли ему выплатить зарплату на карту отца по соответствующему заявлению? Спасибо.	612395	1	0	0	45363
мы купили спецодежду как правильно ее оприходовать?	5345866	1	1	0	45363
Добрый день. Физическое лицо (участник Общества вносит вклад в Уставной капитал Имуществом дорогое оборудование). Есть рыночная оценка этого оборудования. Вопрос:	401089	1	0	0	45363
"Добрый день. Подскажите, как быть в такой ситуации. Самозанятый снялся с учета 30 ноября 2023. 29 ноября ему поступала оплата от клиента, но он не пробил чек на эту оплату, т.к. с учетом этой оплаты у него получалось превышение дохода в 2,4 млн. Получается с 1 декабря 2023 он находится на ОСНО. Как посчитать НДС и НДФЛ за 4 квартал 2023 года? Включать ли оплату от 29 ноября полностью или частично в доход по ОСНО?
И как быть с НДС, если все акты были выставлены им в период НПД без НДС, а оплата по некоторым актам пришла после перехода на ОСНО?"	3639026	1	0	0	45363
Добрый день.	21358231	1	1	1	45363
Добрый день	976297	1	1	0	45363
Добрый день! Подскажите, когда должно поступить налоговое уведомление физ лицу на уплату НДФЛ с тех доходов, с которых налоговый агент не смог удержать налог.	21231457	1	0	0	45363
Добрый день!	610993	1	1	0	45363
Добрый день хочу получить оригиналы документов печатном виде	17736721	1	0	0	45363
пояснения	1930798	1	1	1	45363
"Добрый день. Сколько составляет выплата ФСС пособия по уходу за ребенком до 1,5 лет , если женщина на 
этот момент не работает, но предыдущие 2 года работала и есть заработок"	2804990	1	0	0	45363
Добрый день!	5561656	1	1	0	45363
Добрый день. В какой срок бухгалтерия должна принять исполнительный лист в производство с момента получения? Поступил исполнительный лист по почте	1800552	1	0	0	45363
Добрый день! Как объяснить руководству - почему прибыль есть, а денег нет	2370235	1	1	0	45363
Добрый день! Как начисляется налог с дохода физ лиц по вкладам 2023 года	9550197	1	0	0	45363
Здравствуйте! подскажите, пожалуйста, надо ли ИП на ОСНО сдавать книгу доходов и расходов по ИП до 31 марта 2024 года за 2023 год?	20855321	1	0	0	45363
изменения с марта 2024 года	767178	1	1	1	45363
Чем грозит опоздание с перечислением НДФЛ в бюджет?	126964	1	1	0	45363
Доброый день! Уточнение в целях налогообложения повышенные размеры командировочных по Указу президента учитываются по-прежнему?	230529	1	0	0	45363
добрый день, подскажите мы собрались закрывать организацию, на расчетном счете остаток 1000,00 руб, как их списать или распределить, на какие цели?	3988294	1	0	0	45363
Предприятие ведет личные карточки работников. Каждый раз, когда сотрудник идет в отпуск, сотрудник распечатывает её из 1С и подкладывает в личное дело, а старую выбрасывает. Законно ли это? Или нужно заполнять руками?	21061603	1	0	0	45363
Здравствуйте, мы платим налог на имущество, но декларацию на имущество не сдаем. Нужно ли подавать какие-нибудь уведомления по авансовым платежам по налогу на имущество?	403378	1	0	0	45363
Здравствуйте. у ООО основной ОКВЭД 43.99.4, есть еще дополнительные. Заработная плата сотрудников является прямым или косвенным расходом.	3758085	1	0	0	45363
Добрый день!	5000058	1	1	0	45363
Добрый день, Индивидуальный предприниматель на ОСНО в 2023 году получил доход и отразил его в декларации 3-НДФЛ. Сумму дохода до 5 млн. расчитал по ставке 13%, а превышающую по ставке 15%. Также Индивидуальный предприниматель получил доход в виде дивидендов в другой компании (менее 5 млн), при выплате у него удержали 13% НДФЛ. Должен ли Индивидуальный предприниматель отражать разницу в 2% в 3-НДФЛ за 2023 год?	18769492	1	0	0	45363
как составить пояснение в налоговую инспекцию	18303895	1	1	1	45363
изменение 2024	6109937	1	1	1	45363
Добрый день!	2260893	1	1	0	45363
Добрый день.	2171674	1	1	0	45363
Вышлите образев декларации 3-НДФЛ за 2023 г. по продаже квартиры	4765261	1	0	0	45363
добрый день.Что меняется в работе бухгалтера с марта.	5557780	1	1	1	45363
"Добрый день. Организация ООО ""Ромашка"" выдает безпроцентный займ ИП Иванов И.И. , который не является взаимозависимым лицом с ООО ""Ромашка"". Возникает ли у ООО ""Ромашка"" как у налогового агента по НДФЛ обязанность по исчислению материальной выгоды у ИП Иванова И.И. от пользования беспроцентным займом и предоставления справки по НДФЛ с признаком о невозможности удержать НДФЛ с материальной выгоды в связи с отсутствием факта выплаты дохода? Должен ли сам ИП Иванов И.И. предоставлять декларацию 3 НДФЛ с указанием материальной выгоды от пользования безпроцентным займом, полученным в ООО ""Ромашка"""	4733714	1	0	0	45363
добрый день! поясните вот такую ситуацию. ИП работает по несколько патентам, есть патент на автолавку, можно ли будет по безналу оплатить за ремонт этой автолавки и списать на расходы.?	1976034	1	0	0	45363
справочник годовой отчет	21257883	1	0	0	45363
справочник годовой отчет	4442291	1	0	0	45363
Добрый день. Кто обязан сдавать КНД 1150137?	2928608	1	0	0	45363
Добрый день!	1658313	1	1	0	45363
Добрый день. Подскажите, на производство для заполнения закуплены производственные журналы (журнал дезинфекции и т.д ) сразу могу списать на мат.расходы?	15080167	1	0	0	45363
Добрый день. Надо ли нам сдавать отчет о доходах иностранных организаций, если у нас есть только импорт товаров из Республики Беларусь. Всегда сдали только налоговую декларацию по косвенным налогам и заявление о ввозе товаров	517219	1	0	0	45363
Добрый день. В арендованном помещении планируем купить противопожарную систему как отразить в учете, можно воспользоваться амортизационной премией в налоговом учете?	263504	1	0	0	45363
добрый день, подскажите пожалуйста ООО на УСН (доходы). Проведена реорганизация в форме разделения. Имущество ООО было передано правопреемнику на основании разделительного баланса. Вопрос, возникает ли у ООО доход от выбытия имущества в декларации по УСН?	2219310	1	0	0	45363
Добрый день, можно ли было сдавать уточненный расчет бухгалтерской отчетности в 2014 году?	842010	1	0	0	45363
Добрый день. Сторонней организацией для нашего предприятия были оказаны услуги по разработке комплекта документов системы менеджмента качества, включающие в себя разработку руководства по качеству, процедуры управления, разработку положений. Может ли наша организация отнести предоставленные услуги к расходам по УСН?	297074	1	0	0	45363
Здравствуйте. Декларацию по налогу УСН (Доходы) сдали в ФНС, уплатили сумму налога, причитающуюся по расчету за 2023 год. Срок сдачи декларации 25.03.2024. ФНС сумму уплаченного налога с ЕНС не списывает. Что делать? Уведомление по налогу за год не подается, подать заявление о зачете, чтобы списали налог?	20525678	1	0	0	45363
"Добрый день)
Организация работает на УСН (доходы-расходы). В начале года единственный учредитель взял займ у предприятия. А затем когда предприятию понадобилась помощь, то учредитель дал займ фирме.
Можно ли концом года сделать взаимозачет встречных требований."	550529	1	0	0	45363
"Добрый день! Будет ли ООО являться налоговым агентом по НДФЛ при продаже картин художника по агентскому договору?
Частная галерея ООО- агент, физ.лицо /художник -принципал). Нужно ли ООО пробивать кассовый чек при продаже?Какие нюансы при заполнении чека?"	614838	1	0	0	45363
Большое Вам спасибо!	2656662	1	1	1	45363
изминения 2024	2354474	1	0	0	45363
Здравствуйте. Если у ООО есть работники иностранцы, работающие по патенту, как за них уплачивать НДФЛ? в составе ЕНС или отдельно?	17723034	1	0	0	45363
Здравствуйте! Вопрос такой: Организация (УСН - доходы) имеет на балансе кредиторскую задолженность по невостребованной оплате контрагенту за услуги. В 2024г пройдет срок исковой давности в 3 года. Как списать просроченную кредиторскую задолженность, нужно ли создавать под это резерв по сомнительным долгам? И если списать просроченную кредиторскую задолженность с этой суммы уплатить 6% налога УСН ?	2500313	1	0	0	45363
заявление на выдачу справки из суда	1820769	1	0	0	45363
при удержании по исполнительному листу алиментов и долга по алиментам должен ли сохраняться прожиточный минимум за сотрудником?	2581043	1	0	0	45363
Добрый день, вопрос такого характера ИП приобрел земельный участок и стоящее на нем здание, здание сдается в аренду и попадает под патент, ИП продает земельный участок, налог с продажи заплатит как ИП или как физ лицо 13%, при условии что в собственности участок был менее 5 лет?	579429	1	0	0	45363
Здравствуйте, списание задолженности по налогам с истекшим сроком исковой давности можно ли принять на расход по усн	20653610	1	0	0	45363
годовой отчет	425678	1	1	1	45363
Здравствуйте, при упрощенной ликвидации ООО, достаточно ли подписи электронной Директора, он же учредитель или возникнет необходимость получить подпись на учредителя?	4514868	1	0	0	45363
Штраф был выставлен на физическое лицо за не явку на допрос. Причем здесь ЕНП на ЕНС. Это должен заплатить лично руководитель. Разве не так?	13692636	1	0	0	45363
Организация ООО по договору транспортной экспедиции осуществляет в рамках международной перевозки груза в контейнере по маршруту Россия - Китай выставляет своему Заказчику-1 (заказчику перевозки ГРУЗА) реализацию по ТЭУ со ставкой НДС 0%. При этом, существует Заказчик-2, который выдает этот контейнер, заинтересован и оплачивает услугу корректной сдачи КОНТЕЙНЕРА в определенном порту Китая. То есть Заказчик-1 оплачивает доставку груза в контейнере, а Заказчик-2 оплачивает доставку самого этого контейнера. Вопрос по формулировке и налогообложению НДС в рамках взаимоотношений с Заказчиком-2 (дост	18166083	1	0	0	45363
ДОБРЫЙ ДЕНЬ! Задавала вопрос сюда и в налоговую по поводу патента ИП без сотрудников, в этом году прислали один патент на 2 адреса действия, в прошлом году был на каждый адрес, мой вопрос заключался: налог я плачу по каждой точке действия ? налоговая ответила неконкретно по моему вопросу, Помогите пожалуйста разобраться ВОПРОС, НАЛОГОВАЯ БАЗА ПО КАЖДОМУ АДРЕСУ ? ИЛИ В СУММЕ, В ПРОШЛОМ ГОДУ ПЛАТИЛИ ПО КАЖДОМУ АДРЕСУ, ТЕПЕРЬ В УВЕДОМЛЕНИИ ДАЮТ ОДНУ БАЗУ	2091832	1	0	0	45363
как получить пособие	416071	1	1	1	45363
ОТНОСИТСЯ ЛИ СИСТЕМА ГЛАВБУХ К НЕМАТЕРИАЛЬНЫМ АКТИВАМ	19637539	1	0	0	45363
,	1549495	1	0	0	45363
Добрый день! Можно ли после подачи 3-ндфл на вычет при строительстве дома, увеличить стоимость объекта, так как идут дальнейшие работы по отделке и максимальный вычет ещё не достигнут? Например за 2021-22 годы стоимость строительства составила 1,5 млн рублей. Дом поставлен на баланс. Можно в 2024 году подать на вычет? В 2024 планируется дальнейшая отделка, и в 2025 году можно ли уже будет увеличить стоимость объекта ещё на 500 тысяч рублей и получить оставшийся вычет?	700396	1	0	0	45363
добрый день	2294261	1	1	0	45363
Здравствуйте	5304637	1	0	0	45363
2 ребенка родных + 2 ребенка усыновленных, размер вычетов на детей какой	5857858	1	0	0	45363
подскажите пожалуйста корреспонденцию счетов при оплаты госпошлины при подачу заявления в суд. предыдущий бухгалтер вела учет такой госпошлины на 76,06 счете. Правильно ли это	2907598	1	0	0	45363
добрый день.	729532	1	1	0	45363
Добрый день!	4403665	1	1	0	45363
Добрый день! ООО выступает как Благотворитель и передает безвозмездно парты для Института. Интересует бухгалтерский и налоговый учет данной операции.	1860531	1	0	0	45363
добрый день! Компания в виде поощрения выдает памятные значки сотрудникам за стаж работы в компании (5,10,15,20 лет) Это за счет прибыли? Или можно списать на затраты?	1980172	1	0	0	45363
Добрый день! Подскажите, пожалуйста, если на фрезерном станке была изготовлена лопасть, то какой должен быть закрывающий документ при ее продаже? Лопасть заказал заказчик.	3221090	1	0	0	45363
"Добрый день, как ИП уменьшить ПСН, УСН(доходы, доходы-расходы) на страховые взносы за себя и работников?1. При уменьшении на ФП за ИП нужно ли подавать уведомление, заявление о зачете?В т.ч. для УСН дох.-расх.
2.При уменьшении на взносы за работников нужно ли подавать уведомление в марте за март 2024г.? В т.ч. для УСН дох.-расх."	7814348	1	0	0	45363
ОБРАЗЕЦ Договора с самозанятым на сдачу квартиры в аренду посуточно для проживания сотрудников организации в командировке	2246976	1	0	0	45363
Добрый день! Подскажите пожалуйста кто проверяет маркировку на товаре, какие организации занимаются маркировкой товара?	2237966	1	1	1	45363
Добрый день! Сотрудник, впервые устроившийся на работу хочет оформить бумажную трудовую книжку. Может ли работодатель ее оформить и предусмотрена ли какая ответственность?	7261434	1	0	0	45363
пункт 1 статья 217 нк	20150418	1	0	0	45363
Добрый день! Является ли электронный посадочный талон подтверждением перелета?	7707811	1	0	0	45363
в рамках камеральнопроверки истребуют документы, но не указывают на конкретные документы. Что предостаивть?	1629948	1	0	0	45363
Добрый день! С 01.01.2024 мы перешли на упрощенку, ФНС прислала требование предоставить уточненную декларацию по НДС за 4 кв 2023 и заполнить раздел 3 строка 3_080_05. Что это?	406828	1	0	0	45363
ответ полный, спасибо)))	2023745	1	1	1	45363
Добрый день! Подскажите, пожалуйста, должна ли наша организация сдавать отчет по форме № 4-ТЭР? Мы являемся общественной организацией, средняя численность работников составляет 20 человек. В собственности имеем автомобиль со штатным водителем.	4456288	1	0	0	45363
изменение марта	1513916	1	1	1	45363
Добрый день. Если выплатить аванс за первую половину месяца больше расчетного, какие будут последствия за это, штрафы?	18880690	1	0	0	45363
Здравствуйте ! Оформили кадровый перевод сотруднику ( изменилась должность) 01.03.2024 . Какой срок для подачи по этому мероприятию у меня- как для приема - следующий рабочий день или до 25 апреля нужно сдать ЕФС1 ( вместо СЗВ ТД) ? Спасибо!	4091622	1	0	0	45363
наценка в ГОЗ	21666737	1	0	0	45363
изменения с марта	1609760	1	1	1	45363
ДОбрый день! подскажите пожалуйста если сотрудник в прошлом гражданин РБ получил гражданство РФ , принес паспорт на место работы, но просит выдать справку 2 НДФЛ на старый паспорт гражданина РБ. Правомерны ли его требования?	11749857	1	0	0	45363
Добрый день! Как задать вопрос эксперту?	920746	1	0	0	45363
как составить пояснение в налоговую	2001930	1	1	1	45363
как составить пояснения в налоговую инспекцию	373104	1	1	1	45363
Добрый день!	17287522	1	1	0	45363
Добрый день! Наша организация является Подрядчиком. Заключили договор подряда на выполнение СМР. Получили от Заказчика давальческие материалы, часть израсходовали, а часть вернули Заказчику, но не всё. Заказчику возместили стоимость невозвращенных давальческих материалов на основании полученной от них Претензии. Теперь хотим продать эти материалы. 1. Как отразить в бухгалтерском и налоговом учете Подрядчику возмещение стоимости давальческих материалов по полученной и признанной Претензии от Заказчика. 2. Как отразить в бухгалтерском и налоговом учете Подрядчику реализацию невозвращенных давал	18617212	1	0	0	45363
1с неправильно включает налоги в расходы по усн	584753	1	1	0	45363
Добрый день.	2485522	1	1	0	45363
можно ли учитывать для налога прибыль ежегодный проезд совершеннолетнего ребенка директора до места учебы в аккредитованной организации и обратно если это прописано в трудовом договоре директора?	151992	1	0	0	45363
Добрый день. Нужна книга по БУ бюджетных учреждений. Есть возможность ее получить?	8086980	1	0	0	45363
Здравствуйте. Докупили сотруднику комплектующие для усовершенствование компьютера (который был учтен как инвентарь, переданный сотруднику), т.е. монитор числится забалансом. Как списать эти комплектующие, должны ли мы отразить эти комплектующие забалансом на сотруднике?	10101460	1	0	0	45363
Добрый день! Подскажите, если не списана малооценка по БУ и сдан баланс, при отклонении менее 5% нужно подавать корректировку?	2650630	1	0	0	45363
Здравствуйте! Скажите, как в бухучете отразить правильно покупку рабочих перчаток ?	2729807	1	0	0	45363
добрый день! наше предприятие преобразовывается из МУПа в ООО. Можно у вас взять образцы устава для ООО. У нас 4 вида деятельности - это рынок (универсальная ярмарка), деятельность автостанции ( организация перевозки пассажиров и багажа), развозная торговля ( автолавка с товарами повседневного спроса) и платный туалет.	2811824	1	0	0	45363
Здравствуйте, как правильно списывать бензин в организации? Путевые листы есть.	15757476	1	0	0	45363
как часто бухгалтер должен повышать квалификация	3517349	1	0	0	45363
чек-лит март	1770427	1	1	1	45363
Здравствуйте, подскажите, пожалуйста, какие отчеты организация должна сдавать в Росприроднадзор, если у нее только офисное помещение и бумажный мусор	6384615	1	0	0	45363
Какие особенности принятия на работу граждан Узбекистана по патенту? интересуют налоги и отчетности	6053166	1	0	0	45363
пришлите пожалуйста образец трудового договора с дистанционным( работающим удаленно) сотрудником.	915341	1	1	1	45363
Добрый день, Подскажите пожалуйста можно с директором заключить договор по совместительству водителем	21460189	1	1	0	45363
Проводят вводный инструктаж студентом техникума, если да, то в каком локально-нормативном документе это прописано?	21061603	1	0	0	45363
Добрый день! Нужно ли предоставлять журнал въезда на территорию в ответ на требование налоговой инспекции?	11353611	1	0	0	45363
Добрый день.Подскажите,имеет ли право,выписывать доверенностиглавный бухгалтер ООО, от своего имени?	19301572	1	1	1	45363
"Добрый день!
Подскажите в 2022 году была корректировка реализации. Остаток Дебитовый на 41 К счете в НУ , можно ли его списать в 2023 году на счет 91.02 НУ ?"	11389334	1	0	0	45363
Добрый день! Мы поменяли ОКВЭД осн деятельности, так как при регистрации некорректно указали. В феврале 2024г внесли в ЕГРЮЛ изменение ОКВЭД, нужно ли подтверждать основной вид деятельности в СФР? За январь и февраль 2024г. ФСС от НС пересчитали по новому ОКВЭД, и на 29.02.24г. возникла переплата, так как за январь уплачен Фсс от НС по старому тарифу, Переплата за январь 24г. пойдет в счет февраля 24г?	9519847	1	0	0	45363
Правомерно ли формировать резерв на оплату отпусков на месяц? То есть по состоянию на 31.12.2023 года сформирован резерв на сумму отпускных, запланированных в январе 2024 года. Порядок формирования резерва на оплату отпусков закреплен в учетной политике организации.	537365	1	0	0	45363
6 ндфл	18313643	1	1	1	45363
Добрый день! ООО провела СОУТ, как это отразить в отчетности	4917150	1	0	0	45363
6 ндфл	449781	1	1	1	45363
Добрый день! Нужна помощь. Для продления полномочий директора необходимо составить внутренний документ внутренний документ Общества, в котором будет определен порядок проведения заочного голосования	4705665	1	0	0	45363
подтверждение ОКВЭД до какого числа? и где это лучше сделать?	2776159	1	1	0	45363
дооо	8387904	1	0	0	45363
Добрый день. ОСНО. Есть договор аренды помещения. Теперь счета за эл. энергию будут выставляться отдельно по счетчику на нашу компанию. Но этой электроэнергией пользуемся мы и наш партнер. Подскажите на каком основании мы можем выставлять счета партнеру за часть электроэнергии, если счетчик общий? У нас есть устная договоренность, что он будет оплачивать 80%, а мы 20% от выставленного нам счета, но как это оформить документально?	7768350	1	0	0	45363
Добрый день! Какие организации не заполняют приложения к бухгалтерскому балансу?	15738564	1	0	0	45363
добрый день, включается ли оплаченная страховая премия по кредиту в расходы в книге доходов и расходов	3585605	1	0	0	45363
как выглядит выписка оценки юридического лица	620732	1	0	0	45363
Добрый день!	5344316	1	1	0	45363
Добрый день! Работающий отец оформляет на себя пособие до 1,5 лет на родившегося ребенка, мы должны написать справку матери что она не получает пособие, но будет сидеть с этим ребенком, как правильно написать справку для матери	6115196	1	0	0	45363
какими способами могут подписывать документы (например приказ на отпуск) дистанционные сотрудники?	915341	1	0	0	45363
здравствуйте! помогите составить ответ для налоговой, в том что в наемных сотрудниках не нуждается ИП)	17719295	1	0	0	45363
Добрый день. Лизинговый автомобиль перешел на баланс компании. КАк можно продать его учредителю? какие проводки? Нужен ли кассовый чек?	442205	1	0	0	45363
"Добрый день! Подскажите, пожалуйста, в этом пункте ст.284.1 НК РФ ""2) если доходы организации за налоговый период от осуществления образовательной деятельности, присмотра и ухода за детьми и (или) медицинской деятельности, а также от выполнения научных исследований и (или) опытно-конструкторских разработок, учитываемые при определении налоговой базы в соответствии с настоящей главой, составляют не менее 90 процентов ее доходов, учитываемых при определении налоговой базы в соответствии с настоящей главой, либо если организация за налоговый период не имеет доходов, учитываемых при определении на"	2487350	1	0	0	45363
"Добрый день.
Вопрос по добровольному страхованию от несчастных случаев.
Норматив для ДМС от несчастных случаев - 15 000 руб. в год на одного сотрудника.
Компания заключает договор ДМС от несчастных случаев не на 12 месяцев, а на 14 месяцев.
Как быть с нормативом в 15000,00 в год? 
- пропорционально увеличить? 15000/12*14=17500 за весь период договора и списывать ежемесячно в течение 14 месяцев?
- либо списывать 15000 пропорционально в течение 12 месяцев, а 2 месяца списания не будет?"	19303116	1	0	0	45363
Добрый день! Мы импортировали товар из Китая. Поставщику перечислили аванс в размере 100% в рублях по курсу на дату оплаты. В ГТД стоимость товара в рублях указана по курсу на дату заполнения ГТД. В связи с этим стоимость товара, уплаченная поставщику, отличается от стоимости товара, указанной в ГТД. Вопросы: как отразить эту разницу в учете? Какими проводками?	394615	1	0	0	45363
енп20-24	8215139	1	0	0	45363
ЕНП 2024	569064	1	1	1	45363
Здравствуйте, обязательно ли в соответствии с ФСБУ 14/22 относить Неисключительные права на программное обеспечение со сроком использования более 1 года. Какой лимит стоимости можем установить на него,	17394477	1	0	0	45363
Здравствуйте я вчера написала письменно уточнение по моему вопросу,но ответа нет. почему?	2376123	1	0	0	45363
Добрый день! Как у бухгалтерском и налоговом учете отражать деловую обрезь? И есть ли нормы по обрези?	1981274	1	0	0	45363
учетная политика 2024	3162663	1	1	1	45363
Добрый день! Организация обеспечивает своих сотрудников бесплатным питанием. Бесплатное питание включено в средний заработок, доход в натуральной форме. НДФЛ, страховыми взносами облагаем. Объектом налогообложения по НДС является.Выписываем счет-фактуру с кодом 01 как реализация. ИФНС прислало требование что должен быть код 10.Какой код ставить?	5933205	1	0	0	45363
Добрый день, какая справка является для компании ООО в России справкой о подтверждении резиденства и где ее можно запросить	6415984	1	0	0	45363
Добрый день! Подскажите, пожалуйста, какую систему налогообложения выбрать при оквэд 56.10?	1941394	1	0	0	45363
Добрый день! Можно ли в стоимость купленной земли включить суммы госпошлин, взносов ТСН?	1909605	1	1	0	45363
Добрый день, какой код вида операции при покупке товара через агента?	1677810	1	0	0	45363
добрый день, нужно ли подписывать уведомление об отпуске или достаточно росписи в графике отпусков,	16288103	1	0	0	45363
Нам оплатили неустойку и госпошлину надо ли эти эти суммы начислять НДС?	7902499	1	0	0	45363
добрый день,тест	19762324	1	1	1	45363
провсуждения	7894483	1	0	0	45363
Добрый день! Может ли организация на ОСНО приобрести подарочные сертификаты другой компании и далее продать их?	6187387	1	0	0	45363
Добрый день, раз в год производим выплату вознаграждения членам совета директоров, какие изменения в начислении взносов на вознаграждение членов Совета директоров в 2024г.	6992684	1	0	0	45363
Добрый день,	10230516	1	1	0	45363
профсуждения	21322803	1	1	1	45363
Добрый день Налоговая прислала требование ,где указала налоговый период 202204,202202.КАКЭТО ПОНЯТЬ	6412373	1	0	0	45363
Как уплачивается налог на прибыль по итогам 3 месяцев, если организация обязана уплачивать ежеквартальные налоговые платежи	18936681	1	0	0	45363
Добрый день!	21006372	1	1	0	45363
вопрос не решился, передайте его, пожалуйста, экспертам	3518291	1	0	0	45363
пояснения по отчетности 2024	1615236	1	1	1	45363
добрый день	4676640	1	1	0	45363
Оксана, большое спасибо за помощь! Ответ самый исчерпывающий и оперативный!	13463125	1	1	1	45363
Добрый день! Подскажите списание ОСАГО и КАСКО на служебный автомобиль на какой счет бухгалтерского учета?	15775781	1	0	0	45363
Добрый день. Подскажите все организации должны сдавать отчет в военкомат. Или есть перечень по виду деятельности?	403762	1	0	0	45363
Коллеги добрый день! Вопрос по заполнению декларации по прибыли за 2023 год. Если за 9 месяцев 2023 года в декларации по прибыли были заполнены строки 290 и 320. Должны ли заполняться строки строки 290 и 320 в годовой декларации ?	6015308	1	0	0	45363
Ответ нас не устраивает, т.к. нас интересует работа с баллами и соответствующие проводки.	1828236	1	0	0	45363
Добрый день. Поставщик выписал УПД на бумаге, мы его приняли, одновременно выставил это же УПД в ЭДО. Как быть,? Правильно ли мы сделали отказав в подписи в ЭДО по причине получения УПД на бумаге?	4122726	1	0	0	45363
Спасибо.	20108341	1	1	1	45363
Добрый день! Вопрос: как заполнить Декларацию по УСН для некоммерческой организации, если доходов от предпринимательсокй деятельности не было, деятельность вели за счет субсидии и благотворительных взносов.	2231268	1	0	0	45363
Добрый день!бух проводка по начислениюпроцентов по кредиту	6688194	1	0	0	45363
Здравствуйте. Налоговая в том году выявило положительное сальдо по ЕНС .В программе у нас этого нет . Подскажите какие проводки в этом случае нам сделать в программе	375780	1	0	0	45363
спасибо)	20665210	1	1	1	45363
